"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
3,56,57,-311,-33,-38,-231,11,93,-89,-54,-143,-33,-232,21,-48,-273,74
64,85,16,-345,-27,-58,-209,18,113,-82,-69,-138,-17,-241,-5,-12,-212,-10
102,87,-27,-353,3,-69,-212,-11,78,-77,-64,-127,-12,-200,-29,-47,-194,-19
125,92,-88,-389,-39,0,-266,-24,49,-86,-66,-156,-15,-216,-36,-60,-252,3
154,142,-184,-423,-99,2,-252,-16,85,-114,-96,-185,-18,-281,-54,-12,-278,-32
189,199,-282,-439,-86,-93,-170,-17,106,-102,-136,-202,-16,-287,-51,-12,-259,-57
233,196,-299,-476,-60,-126,-125,-31,105,-64,-151,-234,-20,-236,-37,-49,-246,-54
277,164,-269,-504,-45,-109,-160,-12,144,-78,-159,-238,-30,-226,-30,-41,-232,-76
284,192,-285,-515,-3,-124,-218,13,163,-106,-174,-205,-17,-252,-18,-42,-222,-82
283,258,-325,-562,15,-102,-252,-7,152,-115,-164,-218,8,-252,-31,-71,-229,-66
352,244,-341,-615,-21,-57,-269,-22,197,-165,-134,-258,3,-259,-49,-65,-231,-89
438,176,-344,-621,-61,-57,-255,-8,238,-195,-138,-256,-12,-297,-14,-57,-223,-105
434,198,-356,-623,-73,-60,-212,-14,193,-125,-165,-248,-11,-306,19,-61,-233,-64
407,272,-381,-646,-39,-64,-206,-16,149,-73,-166,-257,-13,-280,-12,-20,-254,-33
448,268,-410,-661,17,-93,-230,-2,142,-96,-146,-254,-19,-246,-45,2,-245,-51
490,245,-426,-644,12,-80,-214,-10,132,-91,-132,-244,-25,-210,-18,-38,-206,-66
481,292,-435,-617,-34,-53,-175,-2,162,-81,-127,-232,-52,-195,11,-28,-175,-57
478,333,-453,-626,-21,-86,-166,18,204,-118,-135,-217,-71,-202,0,18,-165,-40
498,310,-457,-658,16,-94,-174,-2,164,-106,-150,-214,-47,-192,-10,-4,-166,-27
505,273,-435,-642,-6,-33,-157,-20,116,-56,-146,-213,-31,-163,5,-28,-174,-23
503,246,-413,-597,-47,2,-121,-11,162,-86,-127,-208,-44,-145,17,-5,-178,-7
500,232,-397,-589,-41,-11,-102,-22,195,-114,-126,-208,-41,-143,29,-23,-173,35
479,267,-391,-597,-12,-32,-102,-15,144,-50,-137,-199,-33,-146,52,-36,-161,41
462,334,-432,-596,-3,-48,-92,23,136,-27,-130,-209,-53,-143,61,13,-150,5
469,327,-456,-604,-15,-56,-87,24,195,-92,-116,-249,-63,-144,53,20,-141,2
462,230,-380,-605,-28,-59,-105,7,179,-99,-136,-236,-48,-159,46,-24,-120,-14
450,179,-324,-584,-30,-68,-106,26,115,-30,-175,-187,-40,-160,33,-11,-89,-85
474,207,-390,-556,-37,-85,-74,46,117,-9,-176,-197,-47,-141,19,19,-86,-70
473,215,-441,-526,-55,-100,-66,49,120,-44,-144,-210,-53,-141,14,7,-115,15
434,209,-409,-507,-57,-91,-93,56,87,-44,-130,-186,-40,-154,6,2,-122,-3
442,232,-396,-502,-31,-68,-105,56,106,-7,-137,-184,-12,-138,-5,7,-100,-58
453,240,-396,-485,-13,-74,-87,44,131,-7,-138,-173,-2,-119,0,-10,-87,-18
402,231,-375,-456,-31,-83,-64,31,93,-25,-138,-127,-24,-132,29,-20,-78,18
388,233,-383,-439,-60,-45,-71,42,91,-12,-151,-129,-49,-125,51,-12,-51,-5
414,225,-387,-436,-63,-4,-95,77,163,-18,-164,-164,-49,-80,40,3,-33,-32
389,208,-349,-438,-41,-21,-86,84,194,-60,-166,-157,-32,-67,10,24,-30,-70
371,192,-351,-433,-31,-66,-68,54,163,-70,-157,-156,-27,-102,-3,22,-16,-103
389,176,-382,-427,-28,-96,-84,53,144,-66,-139,-182,-33,-133,0,10,-13,-78
377,184,-357,-431,-24,-105,-72,67,145,-81,-124,-167,-9,-153,2,24,-45,-49
362,208,-336,-421,-45,-78,-42,52,149,-84,-118,-133,23,-156,-1,22,-51,-63
350,205,-355,-398,-75,-48,-73,46,145,-83,-116,-143,0,-120,-16,-15,-33,-60
322,177,-347,-394,-73,-82,-74,57,117,-80,-116,-162,-50,-77,-18,-27,-55,-13
346,160,-335,-384,-69,-124,5,54,90,-24,-122,-155,-60,-61,0,-13,-55,8
390,168,-349,-359,-73,-103,22,73,88,52,-134,-156,-28,-62,9,0,8,-12
366,189,-345,-349,-51,-91,5,100,87,74,-143,-157,-1,-59,1,21,11,-9
346,202,-350,-320,-60,-92,58,78,102,42,-131,-135,-16,-31,16,15,-29,3
365,203,-371,-275,-102,-36,60,64,150,12,-115,-125,-37,-1,47,-21,23,-37
358,185,-340,-278,-69,-15,-3,83,159,22,-127,-130,-17,2,41,-31,68,-68
346,162,-304,-288,-15,-55,1,69,121,42,-133,-115,-2,13,8,-19,11,-24
354,164,-318,-265,-51,-24,14,49,111,31,-104,-104,-25,23,3,-13,-10,7
348,158,-303,-271,-75,17,-12,65,110,28,-99,-107,-17,-17,24,5,32,-30
349,132,-277,-291,-28,-49,16,67,89,33,-106,-103,19,-53,32,7,43,-57
348,153,-298,-272,-27,-94,50,60,88,16,-58,-114,16,-20,15,-20,43,-30
309,214,-298,-253,-53,-45,32,77,99,30,-31,-125,-1,18,2,-8,51,2
300,231,-278,-241,-19,-17,46,62,96,90,-82,-91,0,32,13,25,64,0
340,187,-274,-220,17,-27,61,23,98,101,-103,-62,-8,43,31,8,111,-22
322,111,-228,-209,5,-35,5,35,84,53,-66,-75,-24,19,28,-13,113,-22
257,58,-199,-186,-12,-39,-43,68,44,24,-51,-87,-31,-27,20,11,36,-3
252,93,-271,-146,-17,-17,-37,70,36,29,-46,-91,-35,-17,13,37,19,-2
290,166,-313,-149,-9,-2,-5,60,75,32,-36,-76,-19,25,1,36,61,-7
298,194,-263,-196,-17,-20,42,52,107,28,-55,-46,1,28,4,22,68,-1
278,198,-244,-234,-54,-12,52,46,92,35,-58,-72,-13,11,18,16,76,-11
244,198,-248,-232,-44,3,4,59,39,62,-30,-108,-23,9,17,19,88,-28
223,181,-220,-188,27,-26,-21,73,10,78,-30,-61,21,-2,24,10,70,-28
243,178,-226,-144,48,-44,5,61,35,73,-40,-17,68,-24,27,-1,85,-30
260,193,-255,-134,4,-44,33,46,60,72,-30,-37,47,-8,-7,8,113,-21
253,177,-234,-133,6,-62,29,60,56,78,-29,-42,-10,39,-21,26,82,21
260,147,-217,-138,48,-51,11,82,41,86,-31,-43,-26,54,16,45,59,47
256,162,-233,-144,45,-27,24,82,36,95,-26,-64,5,41,22,54,89,27
224,186,-214,-116,6,-36,56,76,49,103,-25,-47,7,73,-4,25,117,9
225,160,-177,-94,-13,-21,45,81,46,105,-18,-19,-31,114,4,4,137,14
262,126,-183,-118,9,14,23,73,28,91,-4,-28,-23,91,23,29,143,33
262,129,-184,-127,50,5,48,40,37,80,0,-37,24,69,14,36,122,67
216,128,-140,-109,59,-4,61,21,34,98,2,-40,21,101,10,3,117,80
171,103,-116,-97,46,10,29,33,-3,104,-2,-37,1,110,10,-2,130,38
173,99,-152,-58,61,5,0,43,7,69,-17,2,25,85,-13,14,106,2
220,116,-189,-19,86,4,-29,41,51,62,-16,30,46,82,-31,5,61,16
249,128,-189,-51,91,21,-48,50,46,91,4,-5,49,84,-26,8,67,28
225,146,-177,-82,97,5,-6,57,24,95,24,-33,57,81,-39,55,131,12
182,163,-170,-54,103,-27,36,54,21,91,22,-14,40,96,-54,84,167,23
176,155,-163,-47,104,-22,14,67,18,105,-5,2,18,104,-19,59,141,59
210,142,-170,-64,114,3,-3,60,34,96,-16,4,34,106,21,11,142,53
228,129,-169,-60,112,8,12,12,55,67,1,2,32,119,27,-32,169,21
205,100,-141,-70,100,-9,22,7,49,52,10,-17,2,113,40,-35,150,18
182,97,-133,-71,107,-19,40,50,42,53,15,-35,17,102,41,17,133,20
177,120,-151,-29,98,-7,60,58,34,78,24,-19,55,116,8,29,146,10
172,92,-129,-16,75,-14,45,44,23,94,7,-7,71,106,0,-25,129,12
167,64,-111,-26,96,-40,43,38,54,58,-4,-15,97,68,3,-30,107,12
159,103,-133,1,110,-33,65,21,82,36,14,-3,102,65,-12,6,111,7
156,92,-97,2,69,-17,62,23,54,75,11,12,54,92,8,-17,108,31
172,11,-22,-45,47,-22,57,50,33,107,-30,4,19,104,40,-31,121,61
166,12,-32,-50,67,-9,63,63,30,110,-47,2,32,106,17,28,148,69
145,72,-75,-14,76,8,54,77,13,124,-22,11,44,122,3,45,149,74
161,62,-72,-2,74,-3,70,78,42,119,-25,11,43,140,27,10,150,68
154,36,-62,-18,64,4,107,50,77,88,-65,9,35,126,29,35,159,52
104,40,-52,-36,38,34,84,44,26,81,-54,1,6,102,22,70,138,54
112,16,-39,-19,13,27,50,55,-7,80,6,-8,-23,112,30,27,107,56
135,-1,-48,25,1,0,81,43,41,51,25,-8,-5,110,26,-4,100,33
76,23,-39,27,16,-18,111,44,52,32,21,-19,42,66,19,25,104,1
48,22,-2,0,51,-30,98,57,27,42,32,-32,64,53,23,35,103,-7
92,3,4,8,69,-27,81,55,34,67,11,-4,71,63,19,25,93,29
73,30,0,14,70,-25,79,51,12,86,-8,27,84,43,13,35,107,68
24,55,9,-8,57,-34,89,38,-33,86,21,6,64,51,18,15,145,45
29,30,6,0,12,-11,107,8,-35,83,26,-7,14,96,27,-20,141,13
26,9,8,34,-3,22,100,8,-36,92,0,23,2,97,22,5,100,46
16,18,35,34,40,36,60,30,-33,93,20,23,30,82,6,48,98,83
54,22,43,23,64,48,45,28,7,87,58,-9,46,109,0,31,139,65
50,25,33,31,43,32,75,23,6,79,58,-3,48,116,2,7,166,29
-22,29,42,27,12,-18,92,41,-42,60,45,14,40,74,-2,15,129,12
-47,11,44,21,-30,-15,72,34,-56,50,40,-4,20,37,-3,5,48,19
-19,-12,34,34,-50,27,54,-11,-57,53,54,-12,10,20,-2,-8,16,47
-32,-17,53,44,-28,-2,67,-22,-95,51,72,18,-9,11,-10,23,42,57
-63,-16,75,52,-30,-59,86,35,-126,67,54,51,-50,17,2,61,54,31
-44,-23,69,71,-48,-19,79,78,-104,81,42,53,-47,38,50,48,51,19
-15,-9,58,72,-27,65,67,43,-62,64,73,30,-4,65,77,11,56,50
-22,33,45,64,-26,95,98,-4,-60,67,83,30,-13,99,70,7,60,83
-9,45,45,74,-62,85,139,21,-75,93,61,77,-52,126,69,40,77,95
29,1,95,75,-49,74,136,71,-51,94,58,101,-51,131,82,70,105,108
-2,-31,134,79,-15,73,107,44,-32,90,47,75,-45,120,76,58,98,97
-87,-45,103,130,-28,88,68,-26,-50,69,25,56,-47,88,44,16,58,41
-117,-76,77,173,-20,78,33,-28,-65,23,46,53,-5,47,21,-1,36,3
-103,-66,111,146,17,57,45,24,-63,36,80,35,52,37,35,19,68,7
-95,-14,155,122,15,97,71,36,-46,103,70,40,67,58,59,35,115,-2
-82,-20,186,163,8,147,64,-15,-23,121,51,97,70,68,44,20,108,-5
-71,-59,213,192,22,133,61,-56,-26,99,61,140,74,77,3,5,66,37
-65,-59,219,164,10,115,74,-25,-15,81,89,102,49,116,-6,14,63,61
-48,-60,202,154,11,125,74,3,29,66,114,36,29,148,20,15,89,48
-50,-59,180,172,31,137,73,-34,25,74,122,21,31,143,29,3,82,69
-73,-28,181,155,-6,155,80,-36,1,91,97,43,18,134,7,32,57,109
-69,-39,210,135,-58,158,87,34,29,81,69,57,1,140,9,71,53,102
-75,-85,217,161,-37,139,90,39,18,54,89,56,18,136,37,39,73,62
-132,-72,187,182,3,118,95,-18,-37,35,116,50,36,111,45,5,83,37
-173,-35,182,175,4,83,116,-9,-30,46,87,46,21,91,42,39,42,43
-169,-37,196,191,-14,60,133,17,-1,67,66,48,3,90,58,46,-8,61
-171,-39,185,224,-28,84,126,-20,1,37,97,64,8,89,57,6,-1,63
-170,-35,192,227,-29,97,138,-40,30,0,103,80,25,88,26,25,20,58
-152,-68,231,212,-37,93,169,1,36,33,84,69,29,104,27,65,8,61
-151,-99,248,210,-57,124,157,35,-20,75,96,56,16,128,75,39,9,74
-144,-78,250,196,-38,160,138,33,-32,86,106,62,16,165,89,21,31,108
-108,-38,241,176,3,158,168,19,9,113,89,58,31,210,53,53,33,142
-106,-17,200,191,-11,134,200,8,13,105,82,66,15,200,51,64,35,145
-149,-16,190,215,-41,118,195,7,-12,49,94,109,-10,140,96,54,56,126
-163,-33,229,207,-17,114,182,0,-25,58,97,111,-1,135,101,44,60,108
-142,-52,226,198,1,117,181,-37,-22,100,79,73,5,181,53,23,36,103
-131,-73,213,213,-14,145,168,-63,2,73,74,72,-1,180,40,16,29,103
-135,-94,251,231,-4,180,132,-46,16,71,85,80,23,135,83,20,59,72
-154,-70,253,240,4,169,112,-23,-7,133,73,69,43,108,104,6,89,35
-170,-30,207,241,-27,137,141,-19,-33,137,70,74,17,114,90,9,88,59
-155,-44,205,241,-38,136,178,-9,-40,100,110,75,-4,138,90,43,71,93
-145,-53,220,248,-42,147,195,22,-30,105,124,69,-9,171,100,60,73,87
-168,-20,243,247,-84,185,213,34,0,105,98,97,-23,208,105,58,103,100
-169,-40,314,237,-85,241,230,13,16,100,95,131,-15,240,119,54,121,135
-155,-74,335,235,-51,239,238,6,-9,140,84,127,9,256,117,48,112,135
-170,-36,263,244,-79,218,254,16,-24,159,59,106,9,258,92,49,117,118
-160,-18,228,255,-106,238,266,9,-8,132,77,103,9,237,102,58,143,115
-116,-46,239,249,-51,206,262,13,1,118,98,107,31,201,139,57,140,107
-114,-38,211,219,-24,132,257,42,5,107,84,79,22,198,122,64,123,82
-131,-53,193,207,-97,140,242,55,10,72,91,40,-23,212,69,82,133,43
-120,-105,204,224,-173,168,218,60,0,51,101,49,-50,184,56,82,141,15
-131,-78,179,216,-171,111,220,70,-17,63,64,74,-56,152,65,67,127,21
-161,-30,161,186,-133,58,228,58,-30,76,51,56,-59,146,52,71,102,21
-168,-51,192,176,-136,74,212,46,-26,61,81,33,-56,130,58,65,82,-5
-186,-39,204,162,-174,91,207,50,-23,58,68,38,-73,122,102,23,76,-9
-211,8,195,134,-182,93,211,41,-38,103,31,30,-102,139,117,9,75,19
-183,-21,219,142,-153,99,208,33,-12,105,51,13,-86,137,79,56,71,41
-150,-70,231,175,-150,90,223,35,52,32,75,26,-55,122,51,80,72,37
-193,-45,203,167,-168,67,212,49,31,16,48,35,-68,123,45,59,68,-7
-244,-23,202,136,-149,31,140,106,-26,58,33,5,-56,98,29,58,66,-61
-226,-54,224,138,-126,0,110,146,20,36,43,-17,9,39,33,49,80,-63
-204,-78,216,150,-168,10,159,98,61,-6,40,-12,18,8,70,2,78,-43
-236,-78,210,136,-213,22,179,71,-3,14,25,-5,-48,31,73,2,45,-57
-253,-69,232,122,-202,1,160,117,-20,51,2,-1,-71,61,33,53,30,-69
-213,-33,220,127,-184,0,182,123,56,65,-23,2,-26,70,15,62,61,-66
-179,8,180,118,-167,3,228,95,99,64,-22,-15,7,77,23,51,107,-82
-186,3,188,99,-125,-29,236,109,100,46,-11,-29,3,89,46,51,125,-84
-189,-24,217,99,-98,-30,214,118,98,38,-19,-14,-6,93,86,31,106,-48
-153,-32,206,96,-104,5,201,122,86,54,-12,-10,-1,93,101,31,80,-23
-106,-30,198,74,-94,1,193,159,84,62,20,-31,5,87,92,74,76,-32
-90,-29,209,58,-61,-16,172,161,87,56,29,-26,-7,86,101,76,95,-42
-90,-25,173,52,-57,1,158,120,61,48,6,-5,-10,99,92,41,118,-38
-73,-25,112,47,-56,0,138,101,47,34,-12,-9,22,78,40,41,105,-23
-63,-44,86,58,9,-46,54,72,54,15,-14,-17,33,8,0,49,56,-17
-95,-78,63,80,70,-74,-63,36,3,4,-30,-6,-9,-38,-25,41,15,-40
-140,-90,37,82,20,-81,-94,68,-66,10,-60,5,-26,-59,-44,43,-4,-64
-147,-56,60,70,-48,-119,-13,99,-35,3,-45,4,3,-97,-19,31,-16,-68
-151,-6,125,58,-43,-135,64,65,35,-22,16,-4,23,-110,29,8,-11,-70
-180,21,175,53,-50,-62,93,63,44,-3,33,-4,54,-65,40,13,10,-62
-148,28,184,62,-70,-6,151,107,60,68,-4,2,127,-6,29,31,39,-35
-38,47,172,59,-11,-20,219,122,134,105,1,0,180,39,42,47,67,-19
13,97,181,31,45,11,213,138,190,84,55,-5,193,62,74,77,76,-2
-2,133,198,31,10,84,206,170,214,70,75,0,206,73,90,101,71,43
23,121,196,52,-1,88,261,156,242,92,59,0,223,102,79,99,98,58
80,120,200,27,73,75,272,115,266,114,42,5,252,130,78,75,157,24
121,151,194,-10,127,95,223,109,287,108,33,26,295,126,85,48,178,27
161,154,131,-15,108,71,205,138,297,88,33,12,308,99,70,44,142,63
177,130,71,-32,93,5,209,156,265,72,28,-18,286,76,52,49,119,55
169,116,84,-58,122,-40,195,135,249,59,15,-13,278,60,35,36,119,31
189,108,125,-46,146,-47,172,131,311,74,20,-29,314,35,13,39,101,20
205,108,157,-39,137,-16,149,178,372,106,40,-86,367,3,20,55,90,-3
174,133,172,-67,106,14,140,205,360,99,41,-88,369,-1,44,53,108,-11
157,159,152,-72,78,17,120,212,339,73,30,-46,335,0,37,55,106,18
181,165,158,-47,99,17,89,246,387,83,27,-40,365,-15,29,72,91,21
176,173,228,-40,169,-12,125,241,446,99,37,-46,421,-7,42,67,109,0
134,187,259,-37,212,-72,177,194,432,98,50,-36,407,7,46,48,134,12
138,159,215,-3,209,-83,135,201,390,103,44,-29,385,-16,42,53,135,22
172,101,204,15,201,-46,94,213,383,113,27,-30,403,-30,23,66,112,-5
150,87,223,2,185,-15,107,147,377,95,33,-43,394,-11,-6,48,75,-12
103,91,178,13,164,-2,75,93,338,42,58,-53,354,-23,-4,5,58,8
99,52,113,38,181,-32,32,110,298,1,52,-47,340,-51,5,-2,60,4
125,14,109,29,238,-85,54,125,293,15,18,-48,365,-40,-10,19,61,-15
151,14,127,22,276,-83,72,90,321,49,3,-58,401,-26,-2,-16,74,-32
138,26,124,43,270,-51,56,52,335,48,15,-66,424,-39,12,-69,84,-45
106,36,111,55,268,-34,39,68,334,31,25,-81,449,-44,-28,-34,66,-34
158,36,97,58,310,6,15,88,371,44,14,-79,490,-14,-53,-1,69,-14
249,27,101,63,349,54,0,49,422,72,6,-59,513,20,-29,-50,115,-25
247,34,132,49,362,47,10,33,445,60,29,-71,516,36,-54,-43,159,-41
226,43,146,39,415,6,20,72,459,41,32,-77,532,45,-91,27,196,-36
277,44,125,42,485,-22,37,55,465,81,-2,-53,546,50,-50,9,216,-35
311,56,110,21,493,-25,59,4,466,96,4,-67,541,42,-32,-20,183,-28
298,68,97,-9,463,-8,46,17,469,36,43,-94,515,53,-92,42,145,-8
283,65,62,-13,432,21,3,34,412,21,30,-67,470,65,-98,54,151,-18
276,52,27,-7,405,21,-38,23,336,58,5,-52,439,23,-43,-7,151,-49
285,38,17,-4,421,-27,-91,40,347,44,24,-79,423,-17,-55,-6,108,-36
274,44,20,0,442,-47,-136,33,344,31,26,-62,385,-6,-98,11,81,0
212,67,9,-3,392,-17,-143,-13,248,57,-10,-9,347,-12,-99,-16,89,-6
196,80,-40,-8,345,-46,-127,-8,220,38,-15,-15,321,-46,-100,-10,79,-23
240,72,-74,-8,334,-94,-121,12,274,-2,23,-65,289,-70,-96,9,50,-14
223,41,-30,3,289,-49,-132,-16,248,11,34,-58,276,-105,-61,-18,41,-15
166,9,13,26,255,-23,-146,-39,199,23,2,-10,268,-113,-65,-43,34,-18
171,16,-4,28,287,-90,-135,-43,250,-11,-3,-24,233,-69,-100,-46,17,4
178,50,-6,12,290,-96,-103,-57,311,-36,18,-59,233,-65,-84,-49,24,8
145,64,25,14,235,-28,-89,-34,291,-14,8,-34,266,-92,-56,-32,39,-22
131,50,14,36,197,-23,-84,2,246,17,-12,-19,246,-68,-66,-19,23,-24
122,39,-9,46,194,-54,-56,-8,217,12,5,-37,217,-48,-68,-25,13,-15
90,53,2,32,198,-30,-47,-20,196,-33,24,-8,229,-59,-52,-17,47,-42
93,55,-2,6,192,-4,-73,-21,175,-50,9,18,200,-41,-47,-17,68,-58
129,8,-36,-2,170,-37,-73,-37,150,-18,-11,-20,129,-33,-38,-36,30,-24
132,-10,-54,3,144,-59,-76,-13,133,-10,-10,-41,102,-55,-23,-29,-3,9
120,43,-73,-13,143,-14,-143,26,142,-41,0,-23,109,-41,-37,-18,7,14
137,65,-84,-33,184,0,-174,-12,160,-48,5,-32,123,-16,-70,-39,14,6
153,25,-62,-24,219,-49,-107,-68,143,-29,14,-36,152,-37,-76,-44,11,-2
145,23,-67,-17,183,-55,-68,-47,96,-10,16,-17,157,-56,-52,-35,38,-5
125,41,-90,-10,145,-37,-106,-19,90,5,-6,-22,118,-52,-34,-49,60,-17
104,-9,-36,38,197,-66,-149,-45,150,-1,-30,-21,104,-59,-54,-55,42,-36
82,-43,19,85,256,-68,-191,-74,190,-26,-31,12,139,-77,-93,-45,34,-32
67,15,-36,77,229,-33,-212,-60,154,-19,-18,8,161,-97,-86,-54,64,-38
82,61,-93,59,174,-36,-165,-32,122,9,8,-29,144,-100,-33,-68,78,-56
120,44,-58,62,149,-21,-112,-30,144,13,18,-5,122,-57,-23,-56,50,-30
114,32,-10,53,148,6,-110,-34,142,4,-9,53,108,-5,-55,-38,35,0
64,26,5,21,165,-45,-110,-14,90,-2,-20,50,87,0,-42,-50,60,-7
62,0,-10,-4,176,-99,-102,-22,60,-10,-12,9,60,-13,-16,-76,65,13
98,-5,-50,-4,164,-84,-101,-58,58,-1,-28,9,32,-20,-33,-57,50,28
88,26,-66,17,144,-77,-96,-52,34,9,-17,39,-2,-40,-35,-3,74,-12
68,40,-66,27,106,-59,-108,-46,1,3,26,37,-49,-45,-12,-1,75,-4
81,4,-81,2,70,-11,-149,-93,-18,-2,19,8,-98,-7,-32,-46,11,46
97,-33,-85,-27,87,-27,-174,-90,-38,-2,-23,15,-115,14,-54,-49,-3,34
103,-19,-105,-37,110,-63,-172,-19,-57,-17,-31,47,-92,-17,-20,-13,50,15
74,7,-159,-44,84,-56,-156,-8,-94,-38,-26,37,-110,-31,5,0,58,33
28,-15,-185,-46,71,-94,-131,-61,-164,-28,-39,13,-193,9,-26,-6,25,23
52,-45,-188,-41,79,-147,-113,-86,-205,14,-63,31,-242,24,-44,-6,7,31
89,-27,-207,-51,37,-100,-122,-80,-197,28,-78,49,-227,-15,-6,-16,-14,69
51,-23,-199,-77,-16,-31,-168,-68,-205,-22,-64,43,-238,-23,10,-31,-31,48
36,-81,-173,-88,-31,-32,-217,-45,-230,-71,-45,40,-290,7,-21,-21,-17,15
68,-112,-195,-83,-58,-53,-203,-27,-224,-73,-60,35,-316,-4,-22,0,-9,47
49,-85,-249,-76,-76,-63,-167,-38,-228,-73,-90,30,-308,-43,4,2,-22,63
5,-77,-268,-71,-38,-81,-183,-57,-290,-72,-100,51,-318,-43,-12,12,-37,36
-22,-66,-254,-74,-28,-121,-185,-62,-338,-60,-79,60,-359,-23,-43,28,-61,24
-46,-18,-243,-82,-68,-148,-128,-87,-308,-77,-43,39,-379,-18,-36,1,-93,21
-33,-28,-238,-84,-73,-103,-121,-129,-279,-114,-32,41,-355,-23,-10,-38,-88,20
-10,-79,-231,-83,-80,-25,-183,-115,-310,-105,-43,54,-356,-46,14,-16,-55,48
-25,-79,-218,-84,-148,-14,-197,-68,-332,-68,-42,37,-399,-70,27,13,-49,82
-29,-82,-191,-75,-186,-51,-140,-84,-321,-55,-41,40,-409,-57,24,-20,-60,87
-36,-92,-180,-55,-154,-69,-106,-111,-336,-56,-51,77,-394,-30,33,-49,-47,64
-82,-47,-214,-44,-120,-93,-141,-74,-358,-49,-45,65,-409,-27,45,-38,-35,26
-101,-25,-233,-51,-104,-133,-177,-52,-354,-41,-34,17,-422,-36,27,-34,-41,0
-85,-48,-210,-57,-102,-146,-140,-70,-352,-31,-33,16,-411,-24,-1,-20,-37,0
-85,-29,-202,-65,-147,-111,-101,-56,-351,-31,-20,20,-405,-14,-8,12,-37,2
-82,-27,-213,-77,-214,-56,-133,-34,-334,-54,-9,-2,-408,-46,12,3,-66,3
-72,-67,-216,-68,-229,-50,-171,-24,-334,-65,-38,12,-419,-83,42,-14,-83,4
-80,-50,-227,-57,-201,-92,-156,3,-340,-53,-66,45,-442,-65,52,8,-64,-7
-76,-8,-244,-81,-191,-107,-117,0,-305,-72,-55,21,-444,-32,49,12,-54,-10
-53,-20,-254,-91,-196,-98,-80,-41,-278,-99,-34,-7,-422,-42,54,-5,-70,-1
-69,-49,-245,-65,-198,-121,-60,-33,-319,-88,-21,0,-419,-56,43,17,-84,-6
-105,-60,-218,-74,-218,-129,-58,-8,-360,-73,-22,-2,-429,-43,30,27,-94,1
-83,-59,-218,-98,-219,-89,-59,-37,-346,-54,-65,7,-404,-35,50,-16,-104,28
-51,-44,-232,-81,-180,-65,-75,-52,-329,-26,-103,48,-367,-34,71,-42,-95,24
-96,-27,-203,-77,-194,-57,-98,-31,-324,-64,-60,44,-386,-27,67,-36,-91,27
-134,-24,-172,-95,-262,-38,-92,-33,-309,-104,-16,4,-431,-34,66,-26,-117,60
-91,-43,-192,-60,-251,-45,-88,-32,-313,-41,-58,24,-422,-51,61,-5,-108,34
-67,-54,-222,-21,-192,-53,-123,-20,-332,0,-89,56,-377,-49,31,5,-55,-32
-105,-30,-221,-45,-207,-24,-145,-38,-320,-62,-44,24,-363,-45,1,-8,-65,-23
-128,-33,-180,-80,-244,-31,-121,-45,-296,-93,-24,-6,-368,-63,5,-16,-136,21
-113,-79,-135,-86,-239,-81,-93,-22,-283,-71,-55,-4,-367,-73,29,-25,-135,13
-95,-71,-151,-80,-241,-77,-81,-22,-259,-84,-37,-17,-366,-59,41,-37,-62,-18
-105,-22,-184,-72,-265,-23,-71,-43,-263,-95,20,-46,-366,-54,43,-25,-54,-16
-138,-41,-162,-76,-284,0,-70,-43,-318,-59,11,-52,-361,-64,39,-11,-130,18
-130,-82,-142,-83,-285,-2,-76,-33,-334,-36,-47,-19,-341,-66,23,-13,-162,15
-96,-37,-170,-66,-273,-5,-61,-36,-277,-47,-64,18,-313,-61,6,-9,-115,-48
-134,30,-186,-65,-268,-18,-40,-54,-248,-52,-52,-1,-314,-59,13,-20,-99,-67
-180,3,-153,-80,-260,-49,-38,-57,-263,-65,-61,-21,-327,-66,27,-39,-143,-6
-150,-61,-107,-68,-243,-59,-47,-20,-246,-94,-70,23,-306,-79,18,-4,-161,13
-129,-44,-100,-64,-258,-4,-71,14,-234,-61,-71,28,-282,-78,3,38,-127,-29
-141,0,-115,-89,-278,43,-80,2,-259,6,-78,-14,-268,-78,20,13,-104,-41
-117,-14,-97,-85,-243,-14,-25,-30,-248,-11,-66,11,-235,-107,42,-13,-118,-27
-120,-27,-74,-64,-203,-81,16,-47,-225,-59,-38,36,-226,-119,33,-4,-112,-48
-159,-26,-72,-57,-188,-49,-43,-65,-246,-38,-36,4,-246,-97,17,-20,-87,-75
-142,-58,-59,-33,-151,-12,-105,-95,-237,-27,-50,21,-225,-99,-2,-37,-139,-40
-135,-60,-53,-16,-140,-37,-76,-95,-202,-51,-54,42,-196,-107,-32,-14,-197,21
-182,-19,-68,-53,-194,-62,-30,-56,-226,-49,-43,-5,-219,-84,-20,-20,-135,0
-162,-15,-48,-96,-210,-58,-19,-37,-236,-47,-18,-21,-212,-83,28,-58,-77,-60
-104,-21,-16,-94,-172,-25,-20,-51,-187,-46,2,-5,-155,-109,42,-47,-115,-47
-118,-5,-22,-70,-191,23,-19,-55,-182,-24,5,-14,-150,-98,23,-18,-135,-17
-132,-16,-32,-56,-250,38,-26,-30,-209,-28,3,-3,-188,-76,17,-21,-141,-34
