"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
154,461,-120,-49,546,382,-424,355,-474,423,311,186,136,310,71,341,625,401
160,621,-198,22,450,96,248,89,-344,411,326,211,18,412,145,308,676,442
557,235,45,88,332,102,389,98,-123,469,326,255,21,449,160,291,685,485
610,-31,194,117,509,215,-124,347,-248,559,323,257,146,393,106,302,680,490
345,169,266,72,665,131,135,192,-348,598,318,287,227,413,168,314,705,490
330,317,291,93,656,57,521,18,-180,585,280,347,345,449,204,255,708,478
429,353,44,233,518,50,309,203,-103,559,263,342,400,423,81,175,675,465
434,443,-60,270,278,39,461,187,-152,557,354,329,254,455,52,204,672,509
476,438,237,228,366,186,659,78,-44,601,434,388,317,505,172,295,692,575
504,428,311,291,777,296,156,328,85,627,383,439,608,475,194,281,682,591
501,367,64,371,717,83,-41,446,-10,572,323,420,456,475,115,158,667,575
544,136,25,433,327,14,140,341,-47,483,314,390,176,495,67,84,661,542
570,230,204,403,463,255,8,384,231,493,306,376,496,456,56,102,677,504
533,711,309,189,741,130,338,246,392,640,350,359,781,511,89,75,762,510
472,811,173,226,569,-147,768,94,201,730,401,350,559,639,106,-21,853,511
521,415,40,544,450,145,248,314,187,626,360,348,550,610,72,-75,855,445
597,237,268,502,557,406,61,278,409,539,328,328,757,539,109,-102,857,402
295,614,297,437,504,135,536,75,319,611,377,335,572,635,158,-114,923,421
-13,922,-192,799,482,46,228,367,75,640,407,394,326,733,91,-26,945,429
398,539,-296,804,585,126,-76,501,189,534,349,372,446,649,38,2,867,412
838,146,-18,397,471,-133,427,223,382,445,280,256,608,512,26,-159,763,380
598,490,-123,447,288,-187,433,365,302,453,338,319,579,527,-3,-203,733,390
504,865,-141,689,358,151,127,680,294,580,452,591,537,668,98,12,819,510
693,800,213,614,515,177,418,587,475,750,412,684,586,721,249,140,915,615
422,805,257,538,553,31,442,477,422,748,337,516,643,632,193,36,891,569
275,806,-24,542,430,133,109,468,185,583,411,419,606,554,77,-95,812,485
711,542,-230,549,199,129,240,358,209,485,450,427,456,559,61,-149,793,446
777,368,-295,685,136,81,196,370,355,505,326,348,332,584,19,-151,806,395
437,332,-181,746,317,221,-175,444,278,537,249,269,426,550,-2,-166,805,359
488,314,-154,631,444,-12,169,294,164,511,328,275,590,472,65,-232,798,368
599,504,-440,602,497,-463,575,175,229,426,370,239,529,482,60,-287,771,340
441,717,-595,587,606,-254,66,261,306,401,263,180,407,583,9,-320,740,287
486,635,-400,423,579,78,-197,253,257,490,230,168,441,569,48,-345,734,297
620,415,-232,370,426,-135,55,233,191,544,323,114,426,438,45,-331,697,341
495,295,-217,512,441,-176,-244,410,220,515,268,80,336,437,-13,-329,614,353
438,395,-247,527,473,-43,-133,299,278,490,142,202,347,538,48,-338,579,370
534,644,-335,390,315,-329,910,-181,241,471,214,305,359,492,134,-270,600,406
484,718,-360,332,340,-325,727,-177,197,473,275,228,358,380,87,-261,580,403
438,650,-336,326,675,86,-633,332,296,496,154,132,465,390,12,-407,501,352
518,632,-452,352,695,-161,-441,310,386,448,70,145,459,402,0,-458,415,301
473,404,-316,372,151,-626,1015,-283,257,396,121,159,221,352,42,-360,381,303
395,155,154,137,-160,-285,898,-301,111,405,212,113,133,323,70,-377,389,324
472,530,-25,-99,286,153,-686,323,186,341,241,108,334,250,-34,-473,342,264
416,981,-558,44,721,-17,-1001,345,249,283,205,144,393,214,-126,-433,271,184
184,672,26,76,543,-213,67,-236,224,428,229,76,211,318,-17,-351,294,207
149,408,750,-213,407,-158,185,-241,361,525,209,-1,238,278,50,-375,308,206
275,827,-16,-214,614,-197,-526,130,357,317,44,152,411,84,-62,-413,171,105
385,928,-807,-4,556,-237,-578,139,17,95,39,349,267,94,-102,-378,26,79
562,547,-387,-33,315,-77,-380,90,39,129,198,321,99,165,-22,-294,25,149
524,630,-15,-97,365,-73,-200,44,379,232,138,291,268,72,13,-217,61,154
105,772,33,-106,424,-303,11,-61,184,218,11,391,282,40,-28,-223,6,99
-47,496,302,-119,367,-206,-397,108,-89,171,113,436,101,94,-83,-240,-43,84
276,630,197,27,527,73,-390,25,314,153,200,462,338,84,-29,-157,16,104
319,877,33,60,637,-133,560,-461,623,110,77,480,609,82,57,-145,47,61
24,321,469,-148,399,-353,230,-279,309,79,-68,347,307,47,-77,-279,-48,-78
103,-13,394,-60,251,24,-981,240,120,78,-40,266,141,-70,-247,-288,-118,-168
247,622,-257,174,395,199,-652,73,389,-49,78,368,498,-86,-191,-204,-113,-156
-188,1048,-195,82,392,-200,65,-193,622,-202,-56,383,550,-17,-194,-275,-166,-220
-497,696,23,134,175,-273,-77,-200,474,-57,-371,312,296,-65,-306,-300,-235,-330
-266,292,15,354,208,19,10,-293,219,97,-291,369,498,-151,-244,-157,-222,-301
-346,230,698,154,444,-11,-52,-116,379,-155,54,457,752,-105,-220,-162,-200,-262
-558,207,1018,179,301,-139,-386,72,670,-337,46,468,464,-8,-316,-290,-191,-333
-320,103,139,803,-88,-4,190,-269,404,-123,-55,500,325,-29,-211,-255,-148,-343
-381,349,-179,837,-49,124,436,-294,24,-84,114,572,680,-146,-130,-185,-148,-289
-530,564,250,303,293,1,-379,86,180,-306,122,590,673,-162,-277,-232,-227,-317
-53,3,209,327,341,-338,-206,-143,405,-375,-85,542,297,-54,-293,-298,-291,-370
-159,-325,333,507,137,-435,444,-370,393,-351,-176,491,450,-60,-251,-361,-293,-414
-920,30,804,405,-42,-36,-59,0,478,-217,-366,425,718,-146,-336,-372,-262,-471
-788,-218,739,601,-211,84,-24,-97,607,-42,-587,357,330,-13,-255,-310,-238,-466
-379,-469,281,841,-235,-273,547,-386,532,-308,-385,434,85,122,-186,-369,-281,-470
-480,95,-232,704,-31,-228,-323,50,300,-639,-129,555,412,-52,-397,-495,-364,-574
-511,114,-150,513,-39,-90,-430,5,227,-465,-271,475,468,-126,-430,-465,-377,-619
-947,-37,865,291,-269,-522,1338,-769,570,-398,-415,416,366,8,-193,-404,-337,-559
-1266,401,979,278,-187,-506,1001,-477,779,-615,-336,565,556,-193,-157,-374,-369,-539
-286,-170,-78,694,-203,221,-955,361,427,-485,-315,532,511,-436,-319,-331,-439,-567
-8,-859,-11,739,-654,94,-219,30,332,-244,-455,226,308,-133,-421,-501,-417,-604
-1171,80,623,374,-514,-762,1079,-442,671,-311,-609,154,314,92,-359,-687,-363,-640
-1017,210,368,398,-87,-530,-110,7,571,-426,-541,354,141,-175,-208,-478,-392,-619
70,-1028,399,477,-718,349,-547,175,332,-464,-323,374,105,-283,-234,-328,-417,-594
-167,-719,478,352,-1176,29,962,-292,514,-496,-340,267,497,-126,-310,-537,-395,-619
-582,141,-207,406,-322,-859,1134,-374,510,-561,-501,310,391,-153,-125,-534,-444,-621
-215,-568,22,268,53,-695,0,-116,324,-607,-499,288,-103,-277,-33,-344,-528,-617
-224,-901,828,-7,-556,-169,-304,-62,493,-487,-464,153,-33,-344,-271,-443,-538,-644
-577,-165,404,169,-624,-361,-70,-78,528,-504,-430,238,118,-366,-335,-551,-548,-608
-642,-494,265,273,-236,-628,150,-198,219,-679,-424,286,-55,-281,-104,-472,-586,-547
-582,-1352,1045,81,-241,-490,396,-459,256,-352,-679,-32,70,-279,-51,-533,-571,-576
-629,-691,607,269,-522,-423,345,-394,581,-31,-832,-161,319,-437,-245,-630,-550,-623
-912,381,-585,550,-635,-547,173,-125,456,-666,-518,161,113,-428,-308,-511,-609,-622
-973,-46,-564,407,-309,-598,210,-288,26,-1247,-304,346,-204,-307,-101,-373,-670,-600
-405,-870,205,201,-185,-442,351,-497,92,-802,-454,294,-177,-357,104,-343,-609,-510
-3,-648,512,193,-641,-243,368,-59,485,-350,-441,360,-27,-362,88,-273,-451,-372
-205,-317,297,300,-569,-286,11,408,370,-491,-214,410,-82,-209,20,-165,-373,-308
-479,-436,370,251,-191,-257,-75,108,131,-485,-232,291,-93,-212,76,-187,-418,-289
-630,-361,1028,-110,-791,116,670,-378,426,-262,-455,217,149,-354,125,-304,-445,-227
-528,-468,1134,-250,-1171,122,890,-269,413,-461,-353,287,109,-332,85,-290,-432,-158
-276,-811,316,123,-249,-343,-192,115,-164,-807,3,321,-329,-225,72,-187,-459,-136
-288,-628,-231,484,326,-363,-956,176,-113,-607,-107,165,-380,-303,113,-246,-492,-176
-186,-623,-167,536,-131,-149,-365,-129,406,-355,-475,-17,-67,-461,151,-397,-510,-257
-14,-1096,83,311,-500,-375,462,-419,280,-712,-312,28,-162,-418,175,-426,-535,-296
-499,-839,271,53,-500,-457,215,-251,-114,-912,-113,127,-490,-273,147,-377,-533,-300
-801,-320,31,201,-334,-227,-579,149,-87,-490,-403,92,-442,-319,85,-315,-527,-331
-359,-341,-334,426,-166,-322,-378,65,119,-418,-430,120,-237,-490,146,-219,-572,-312
-477,-98,-140,184,-387,-449,401,-304,264,-867,-104,174,-340,-494,278,-183,-612,-227
-890,-214,439,-80,-529,-342,177,-185,223,-899,-132,62,-548,-358,257,-230,-599,-207
-272,-1272,586,91,-150,-320,-618,204,-61,-538,-273,6,-442,-353,135,-224,-577,-237
300,-1260,-153,326,-138,-147,-561,68,-232,-453,-170,70,-220,-479,100,-179,-582,-238
-263,-283,-503,114,-679,-37,435,-556,-95,-640,-161,-37,-302,-466,147,-215,-596,-252
-696,-629,610,-411,-737,-475,1146,-793,41,-765,-218,-183,-489,-319,210,-261,-563,-253
-235,-1241,933,-407,-367,-548,362,-210,-38,-680,-106,-125,-431,-301,190,-221,-487,-216
95,-586,-417,87,-301,45,-909,320,-200,-458,-43,-117,-363,-417,93,-156,-453,-225
-227,-259,-440,6,-349,112,-807,117,-212,-331,-138,-237,-473,-476,121,-97,-426,-241
-400,-732,639,-376,-229,-210,-270,-43,-116,-377,-166,-209,-453,-439,192,-53,-342,-207
-43,-826,305,-226,-182,-83,-518,152,-152,-446,-73,-118,-295,-358,102,-79,-296,-208
79,-803,-159,-35,-363,56,-344,-10,-308,-424,-15,-169,-379,-320,110,-72,-303,-223
-171,-786,-63,21,-559,-56,177,-170,-388,-383,-47,-180,-565,-375,289,41,-261,-190
-34,-457,-534,130,-375,-113,-243,185,-321,-400,-60,-113,-471,-385,253,56,-218,-207
239,-614,-25,-353,-39,-145,-478,132,-157,-372,-48,-175,-290,-325,140,-55,-221,-243
-67,-934,1148,-908,-212,-43,191,-403,-104,-316,-81,-259,-324,-366,276,-52,-197,-192
-394,-343,137,-373,-501,148,141,-269,-298,-338,-98,-239,-424,-394,318,19,-166,-166
-198,-67,-1045,319,-221,-7,-438,199,-420,-231,-62,-277,-373,-240,136,10,-137,-203
-17,-925,150,168,10,-330,9,61,-228,-78,-7,-309,-255,-183,149,39,-63,-166
-35,-1272,899,-95,-242,-419,586,-148,-98,-265,70,-211,-297,-315,289,100,-16,-99
0,-654,-136,-48,-259,-345,118,24,-286,-383,52,-222,-470,-265,236,37,-4,-102
-80,-293,-668,92,74,-104,-526,111,-412,-58,-103,-375,-476,-119,169,-18,41,-115
-191,-380,-455,233,96,174,-743,90,-296,38,-133,-402,-338,-259,186,30,48,-140
-118,-539,-306,102,-159,39,-449,45,-243,-222,-17,-378,-314,-396,126,60,42,-213
-265,-615,81,-57,-177,-299,390,-227,-238,-174,-28,-414,-313,-231,128,101,126,-258
-454,-451,125,252,-3,-223,621,-339,-52,-9,-107,-360,-195,-178,249,179,159,-263
-136,-326,-482,459,6,83,-184,-24,66,-120,-105,-326,-69,-374,201,123,80,-314
9,-434,-478,54,-41,135,-655,168,-113,-145,-124,-466,-38,-393,20,19,61,-385
-301,-472,97,-254,47,19,-561,132,-206,-74,-131,-519,-174,-223,-13,49,80,-393
-156,-466,-85,-29,-53,-86,-536,152,0,-225,-95,-418,-393,-189,-13,74,4,-387
49,-595,-477,113,-355,-124,-257,-10,64,-329,-174,-469,-343,-288,-119,2,-94,-431
-409,-715,-147,-95,-285,-22,33,-327,-213,-260,-285,-607,-38,-392,-132,-38,-151,-460
-511,-740,-188,-75,5,-75,-154,-324,-363,-365,-245,-542,-53,-459,-34,-2,-210,-434
-83,-759,-720,232,-77,-342,-375,-79,-195,-510,-199,-425,-455,-449,-42,71,-263,-406
-337,-881,-204,125,-228,-272,-450,-20,-158,-380,-259,-499,-496,-445,-112,82,-296,-388
-873,-912,500,-226,-76,-43,-297,-264,-365,-277,-287,-582,-83,-500,-88,-10,-324,-362
-732,-611,-158,-71,-80,-191,34,-438,-417,-426,-240,-489,-110,-487,-56,-21,-338,-352
-429,-455,-738,203,-356,-196,-418,-101,-339,-532,-191,-356,-593,-438,-114,73,-359,-347
-406,-641,-377,51,-354,49,-1095,235,-475,-491,-122,-283,-656,-477,-141,110,-375,-289
-421,-512,-417,-31,-88,-214,-381,-132,-599,-480,-52,-252,-403,-502,-70,158,-331,-194
-470,-340,-595,62,-68,-530,382,-470,-395,-535,-102,-309,-397,-483,-25,218,-294,-148
-565,-746,-82,-95,-246,-170,-339,-99,-331,-537,-200,-419,-445,-509,-39,138,-318,-152
-601,-927,61,-110,-266,70,-749,159,-688,-318,-154,-418,-441,-421,-17,93,-231,-127
-512,-543,-406,205,-211,-190,-72,-54,-768,-70,-59,-359,-515,-187,1,171,-14,-91
-301,-555,-371,137,-247,-132,26,-144,-399,-214,-80,-396,-476,-137,-33,149,72,-119
-287,-842,-83,-157,-263,136,-192,-206,-436,-450,-84,-398,-416,-262,10,142,37,-150
-479,-599,-362,32,-216,-136,379,-396,-858,-281,11,-281,-545,-221,121,274,141,-137
-305,-317,-637,185,-129,-489,529,-184,-815,-86,67,-241,-547,-77,90,260,335,-193
95,-549,-204,-171,1,-183,-456,298,-477,-142,47,-257,-365,-79,-55,159,418,-302
41,-651,301,-328,40,241,-997,356,-387,-96,26,-179,-348,-119,-116,224,423,-333
-298,-275,-46,13,-21,48,-477,100,-350,-14,-33,-207,-377,-86,-107,220,426,-368
-474,-134,-806,307,-8,-381,28,-81,-376,-77,-207,-445,-260,-113,-129,60,393,-516
-479,-555,-613,135,5,-480,171,-277,-584,-49,-320,-558,-302,-180,-150,53,340,-612
-230,-861,423,-411,-66,-414,113,-305,-509,-34,-144,-392,-534,-152,-156,171,308,-550
124,-660,534,-567,-1,-350,-279,99,-169,-210,34,-224,-395,-150,-209,222,271,-496
74,-371,-425,-12,172,-208,-450,361,-152,-234,-134,-214,88,-236,-246,270,224,-513
-199,-264,-603,197,88,-131,-99,135,-277,-112,-255,-223,62,-220,-171,322,185,-462
-188,-158,-48,-231,-126,-109,-251,83,-135,-159,-103,-228,-407,-166,-126,297,119,-375
-120,-122,-212,-200,29,-4,-710,209,-37,-125,-151,-341,-280,-242,-198,246,44,-346
-204,-297,-438,133,286,-111,-117,-88,-189,78,-293,-402,122,-237,-151,235,50,-249
-136,-333,-25,-97,61,-440,585,-308,-315,24,-58,-243,-258,-100,-2,258,102,-70
118,-147,-100,-283,-76,-413,58,-41,-353,-129,192,-121,-660,-103,-24,315,108,19
312,-169,-584,39,400,-8,-507,59,-437,54,153,-172,-208,-161,-73,387,123,64
206,-136,-370,110,575,210,-395,37,-462,292,170,-188,53,-63,40,397,199,163
-220,316,126,-182,182,68,-273,219,-375,267,285,-137,-304,52,97,351,267,236
-285,429,263,-233,279,-78,31,96,-362,248,348,-59,-243,67,101,403,303,293
255,23,180,-20,669,207,145,-90,-418,432,389,35,151,52,201,526,336,371
378,49,9,86,449,606,-460,198,-384,586,333,-10,18,91,208,476,358,385
-39,394,13,-25,190,415,-490,260,-388,471,332,-71,-284,198,143,319,381,395
69,383,113,-43,436,113,191,-45,-470,305,553,135,-150,253,238,355,434,501
506,299,-133,321,610,380,212,6,-383,435,609,333,67,279,346,516,483,601
500,307,-320,584,552,515,181,89,-233,614,410,279,-56,469,371,554,493,645
375,285,-23,294,563,269,586,-56,-311,535,429,278,-221,644,443,495,512,717
408,473,116,55,593,387,283,114,-404,492,595,371,-47,535,428,461,548,781
478,614,-105,220,627,606,-203,313,-251,593,564,301,229,397,285,430,542,766
586,457,2,176,679,467,57,156,-98,595,503,221,220,454,275,410,534,736
459,587,324,-42,616,433,156,157,-134,626,515,322,28,516,359,459,570,747
304,907,149,88,561,459,-38,288,-83,717,447,368,-56,501,328,496,571,732
691,678,-53,116,611,340,78,182,125,619,426,259,32,476,263,439,510,657
880,397,296,-225,525,513,49,150,68,490,534,254,117,467,255,398,475,604
293,795,263,-165,379,684,-63,269,-199,493,511,381,22,535,258,454,470,590
114,1101,-251,203,544,399,121,292,-35,477,344,380,29,579,256,491,459,556
681,615,35,68,764,229,165,287,373,455,296,273,303,465,236,441,427,510
797,188,488,-194,589,298,207,182,202,390,398,289,237,400,251,388,373,481
432,452,2,-72,377,288,360,-13,-296,297,474,339,-248,517,340,403,382,458
419,725,-226,-24,487,460,155,5,-198,531,354,208,-246,580,335,439,484,415
607,665,123,-124,461,517,243,81,258,808,130,74,184,503,187,427,495,352
550,630,8,-153,77,168,674,55,159,506,193,176,79,418,118,359,376,328
328,538,89,-319,-53,229,187,157,-273,180,467,262,-292,365,176,271,348,363
229,431,502,-327,416,585,-428,235,-172,440,447,120,-60,397,195,276,445,367
501,603,28,88,813,376,-21,210,306,621,235,57,336,506,132,403,485,318
769,663,-508,242,423,145,320,281,421,388,180,175,145,515,93,416,433,269
496,486,-205,-37,-70,246,367,126,85,283,178,192,-178,446,133,268,377,215
264,510,-200,-127,248,137,589,-198,-201,329,191,128,-75,467,142,241,336,159
619,478,-360,-108,520,181,251,-71,1,291,234,103,79,488,38,276,325,116
702,320,187,-312,76,571,-177,133,380,320,164,32,54,383,-22,189,353,75
193,507,444,-431,92,526,131,-47,228,341,137,6,150,321,37,193,367,67
152,618,-87,-243,620,176,251,-95,-121,250,221,88,210,434,29,278,344,78
597,455,-455,-67,394,168,99,-21,30,260,163,75,-2,529,-71,185,327,36
507,637,-415,-187,22,339,120,-155,217,295,77,-47,-107,463,-120,91,311,-9
171,820,-318,-308,364,457,-305,-83,85,255,118,-94,17,402,-128,140,286,5
299,679,-281,-168,488,474,-601,137,114,363,98,-47,63,407,-113,139,307,7
376,787,-197,-256,293,326,-163,35,173,473,87,-24,121,341,-78,107,344,-33
213,737,160,-683,527,211,-161,-96,83,367,146,-168,247,320,-146,59,334,-89
414,188,363,-666,622,229,-499,-75,330,318,22,-370,225,450,-282,-116,310,-161
627,177,-61,-262,317,319,-321,-101,561,327,-105,-303,224,460,-301,-170,267,-191
303,779,-489,-244,289,516,-322,-46,152,222,62,-87,315,312,-214,23,195,-120
42,1033,-410,-409,324,519,-278,-97,-86,291,172,-121,212,339,-146,62,217,-50
184,870,-66,-363,206,93,501,-451,437,484,-11,-285,160,474,-168,-116,302,-73
201,585,306,-411,360,-233,724,-503,699,383,-100,-300,351,438,-272,-170,258,-108
-31,454,306,-552,464,-14,-134,-108,148,229,46,-249,300,330,-292,-132,157,-70
-72,676,2,-538,281,431,-683,58,-188,296,138,-178,109,290,-151,-159,176,1
251,735,107,-493,353,622,-541,-45,288,268,116,-72,312,306,-83,-146,222,28
411,557,362,-477,486,475,-359,-29,683,140,121,-92,470,407,-195,-110,192,-30
-17,607,264,-434,201,330,-309,-32,355,211,94,-242,186,428,-257,-167,164,-129
-338,453,208,-354,-44,369,-179,-236,36,318,-53,-332,72,250,-181,-231,160,-182
-24,150,170,-201,86,352,48,-324,267,217,-146,-243,321,210,-146,-222,136,-173
199,551,-29,-180,283,334,-113,-55,495,30,16,-1,384,406,-181,-161,109,-123
-48,956,79,-316,299,468,-446,87,376,8,193,93,194,435,-134,-85,71,-49
-335,508,309,-203,107,363,-40,-220,204,205,20,-152,40,294,-43,-83,1,-8
-408,223,221,-29,-28,95,363,-310,150,288,-159,-272,32,269,-49,-130,-58,9
-102,661,188,-217,130,291,-33,44,268,76,114,70,264,282,-53,-60,-70,109
252,959,367,-328,239,654,-17,92,428,29,388,403,501,277,66,123,-41,268
-66,768,573,-119,3,695,363,-83,290,273,225,365,262,330,147,238,-20,330
-513,526,641,-25,-228,650,74,0,100,270,72,185,-110,321,99,186,-51,278
-182,519,344,-58,-141,488,241,-84,270,79,183,90,63,270,77,91,-81,227
190,538,173,-118,33,248,854,-246,376,74,225,106,386,323,61,119,-84,183
-153,308,519,-329,-30,408,179,39,122,-45,122,145,235,318,-67,110,-172,76
-427,149,536,-366,-245,635,-594,151,39,-281,33,100,47,138,-153,-85,-310,-39
-87,293,21,-54,-315,521,-116,-140,327,-183,-37,65,205,0,-113,-143,-336,-72
49,430,-189,124,-239,506,36,-79,467,-81,-87,116,252,27,-105,48,-341,-53
-514,555,-57,-24,-225,467,-174,32,187,-289,-87,148,-19,101,-80,98,-443,-21
-803,578,161,-206,-299,104,421,-281,-73,-308,-53,165,-187,88,41,2,-486,35
-151,209,328,-211,-307,64,622,-248,77,-149,16,231,10,3,66,51,-439,102
316,115,-7,-43,-242,419,-62,234,214,-244,106,304,222,4,-12,134,-433,161
-200,674,-369,98,-316,520,-196,297,-46,-273,153,368,48,148,6,100,-386,201
-522,791,-17,128,-422,484,108,62,-128,-73,138,444,-104,232,58,48,-266,194
-18,284,281,203,-321,504,112,97,281,-128,86,512,190,137,30,34,-261,152
105,224,100,248,-451,399,249,180,495,-323,8,499,311,27,-2,42,-331,88
-360,432,156,153,-942,386,456,104,215,-248,-18,434,-33,22,-16,32,-324,11
-290,296,304,126,-907,492,245,141,69,-174,54,487,-73,67,-35,14,-320,-18
20,380,210,149,-330,341,64,266,364,-220,51,566,239,134,-59,26,-339,-14
-231,679,232,69,-256,114,171,212,526,-146,-80,449,238,126,-98,-24,-323,-37
-317,356,155,71,-597,173,-7,185,169,-184,-92,373,27,-27,-122,-123,-391,-32
47,-59,-85,128,-594,319,-327,331,-125,-361,1,516,-58,-66,-91,-54,-496,52
-39,392,-9,79,-382,291,20,236,100,-231,-28,581,-49,107,-2,109,-415,145
-308,960,-10,141,-309,252,492,-3,336,-54,-40,541,94,129,75,131,-275,170
-51,708,-117,165,-399,318,211,103,297,-207,60,555,184,-9,4,55,-268,88
97,218,426,-164,-615,175,67,202,349,-237,-3,469,-2,15,-153,-30,-288,-46
-162,131,750,-259,-680,-125,351,74,440,-92,-224,336,-81,52,-210,-140,-309,-120
-147,226,-17,168,-493,-47,-5,187,367,-232,-287,381,133,-69,-203,-219,-368,-137
88,277,-470,357,-486,150,-208,248,405,-403,-188,439,173,-76,-179,-214,-362,-129
70,216,-98,215,-714,17,459,-32,495,-323,-157,387,-25,27,-116,-155,-352,-72
-117,23,24,201,-732,-15,423,-22,267,-259,-223,348,-40,-53,-103,-149,-448,-19
-304,-92,92,151,-607,-9,-27,170,44,-271,-255,329,60,-198,-108,-228,-509,-10
-295,-111,275,137,-720,-372,666,-106,249,-335,-245,337,-106,-155,-36,-233,-506,18
-34,-163,-83,325,-873,-442,1106,-446,417,-472,-255,354,-407,-76,-8,-163,-554,61
-35,-91,-272,160,-742,-70,239,-285,84,-430,-200,308,-409,-169,-59,-219,-563,67
-298,40,109,-168,-552,-105,-329,87,-211,-288,-122,306,-172,-287,-108,-332,-471,47
-115,-105,-30,86,-566,-380,-106,168,87,-357,-225,330,-146,-239,-163,-336,-417,6
130,-356,-226,303,-706,-350,125,-81,363,-421,-311,221,-363,-163,-160,-325,-433,-36
-284,-412,270,24,-806,-279,197,-193,41,-359,-209,125,-413,-225,-92,-350,-441,-63
-514,-389,130,58,-729,-266,-105,3,-137,-412,-275,111,-278,-307,-143,-368,-436,-135
-49,-407,-451,137,-645,-214,-609,86,187,-505,-453,0,-350,-325,-269,-437,-456,-208
-29,-528,208,-435,-849,-303,-454,-86,160,-495,-348,-101,-545,-372,-251,-525,-509,-156
-518,-732,847,-615,-1010,-493,190,-251,-193,-439,-312,-71,-456,-425,-135,-548,-529,-70
-352,-657,-27,60,-811,-535,291,-227,-114,-326,-508,-27,-266,-424,-85,-505,-474,-55
118,-353,-655,302,-694,-419,-98,-48,-28,-287,-344,71,-384,-410,-73,-392,-419,-3
34,-378,-119,-58,-760,-389,-85,-39,-322,-375,-6,181,-584,-344,-15,-331,-385,75
-123,-524,62,-100,-620,-451,203,-239,-369,-345,-107,135,-464,-246,25,-423,-307,52
31,-363,-293,19,-541,-318,173,-294,-137,-306,-241,79,-237,-266,-21,-454,-224,13
129,-400,-145,-120,-781,-221,186,-252,-55,-431,-95,46,-324,-313,-62,-369,-212,33
88,-741,197,-190,-841,-404,163,-174,-54,-345,-127,-118,-541,-246,-63,-406,-212,12
32,-707,23,-26,-553,-407,-368,104,-160,-83,-246,-187,-428,-250,-72,-473,-176,11
15,-436,-222,85,-382,-392,-270,127,-245,-161,-84,-65,-181,-354,0,-381,-150,139
103,-402,-22,34,-473,-778,756,-257,46,-325,41,-49,-255,-309,136,-323,-141,282
146,-428,201,5,-507,-820,882,-341,147,-178,28,-71,-406,-190,164,-354,-114,361
88,-475,67,83,-336,-332,248,-187,-370,-85,176,42,-270,-216,173,-294,-88,445
175,-549,-91,138,-263,-119,240,-237,-516,-133,259,63,-138,-249,261,-253,-62,513
382,-371,-79,160,-503,-107,136,-68,-12,34,116,-44,-320,-131,247,-339,36,540
369,-198,-89,253,-620,-60,-270,258,47,191,137,-41,-503,7,173,-369,153,576
195,-352,-116,399,-235,-131,-146,186,-293,88,283,46,-232,5,224,-324,165,604
242,-441,-121,589,143,-26,-168,112,-141,69,265,73,211,-78,256,-329,167,598
397,-333,-189,721,-42,9,-233,160,108,166,282,37,93,-66,221,-354,255,597
358,-470,-185,586,-346,-373,457,-160,-96,102,311,-29,-334,-6,283,-366,262,582
346,-758,-124,438,-168,-412,474,-261,-212,75,112,-72,-208,-64,303,-398,155,509
361,-615,-231,551,33,-138,-352,151,-41,204,-11,-85,96,-134,173,-442,125,438
180,-222,-245,539,-218,-338,-34,107,14,214,113,-90,-92,-87,144,-447,160,456
360,-234,-45,379,-205,-445,649,-149,57,149,206,47,-70,-40,263,-302,174,558
850,-326,-77,532,325,-105,270,196,251,201,244,281,463,-13,309,-73,223,627
534,-32,-66,617,333,-37,-64,419,343,279,204,225,484,22,227,-84,257,546
-130,4,245,296,-139,-196,-47,124,232,282,8,-106,1,-39,94,-315,207,375
118,-385,47,181,-6,-305,-39,-102,81,178,-23,-274,20,-101,25,-398,193,271
613,-516,-354,255,377,-455,298,-222,97,121,82,-303,329,-27,50,-355,249,225
510,-521,-95,140,283,-351,95,-159,249,319,-97,-436,315,-27,7,-425,256,127
307,-590,-145,299,168,-130,-572,92,192,395,-254,-462,318,-157,-87,-516,213,44
240,-413,-586,546,165,-157,-184,-43,34,58,-14,-292,480,-153,-65,-481,198,67
240,-381,-229,310,74,-119,212,-209,194,-116,104,-241,475,-65,-43,-409,196,77
362,-595,-155,268,241,-221,-297,46,325,51,-131,-365,400,-99,-105,-426,147,-4
240,-435,-842,467,434,-661,-145,-41,67,41,-216,-463,375,-138,-125,-525,81,-49
-12,-270,-443,60,229,-623,214,-345,-16,-89,-77,-481,276,-100,-152,-549,66,-20
122,-499,309,-291,106,-300,-347,-73,230,-67,-74,-447,173,-129,-208,-451,78,-33
232,-498,-271,55,162,-521,-472,153,195,-53,-194,-429,144,-227,-186,-408,61,-98
66,-401,-716,228,10,-622,-125,-10,-14,-39,-263,-505,191,-254,-214,-469,44,-160
197,-684,-259,21,-71,-268,-367,53,97,15,-264,-573,363,-229,-315,-470,49,-215
417,-732,-151,-76,20,-280,-307,132,249,-60,-217,-515,438,-252,-256,-364,39,-237
194,-370,-342,-157,-64,-537,23,24,125,-164,-208,-427,187,-293,-173,-275,1,-239
-18,-245,-400,-153,-169,-573,-228,114,15,-173,-266,-393,-58,-262,-257,-277,-43,-250
55,-276,-457,-27,-123,-610,-30,79,89,-176,-259,-360,104,-246,-235,-306,-68,-203
